clause_id,clause_text,jurisdiction,clause_type,monthly_rent_bracket,legal_basis,risk_label,label_source,rationale,monthly_rent_bracket_raw,legal_basis_raw,flagged_for_review
DEL-TE-023,Landlord may remove the tenant's belongings immediately after seven days of rent delay.,delhi,termination_eviction,above_3500,general_law,High Risk,synthetic_augmented,Forcible removal of belongings is self-help eviction and should not be used as a contractual shortcut.,above_3500,general_law,False
DEL-TE-024,Landlord may disconnect electricity to compel the tenant to vacate after a payment dispute.,delhi,termination_eviction,above_3500,general_law,High Risk,synthetic_augmented,Utility disconnection as pressure for eviction is an abusive self-help measure.,above_3500,general_law,False
DEL-TE-025,"Tenant agrees to vacate immediately whenever the landlord claims a breach, without court or other lawful process.",delhi,termination_eviction,above_3500,general_law,High Risk,synthetic_augmented,A contractual waiver of lawful eviction process is highly problematic.,above_3500,general_law,False
DEL-TE-026,Either party may terminate for convenience with 30 days' written notice.,delhi,termination_eviction,above_3500,market_convention,Safe,synthetic_augmented,Symmetric no-cause termination is clear when the tenancy is outside statutory rent control.,above_3500,market_convention,False
DEL-TE-027,Landlord may terminate without cause on seven days' notice while tenant must give 60 days.,delhi,termination_eviction,above_3500,market_convention,Caution,synthetic_augmented,The imbalance materially favors the landlord.,above_3500,market_convention,False
DEL-TE-028,"Tenant remains liable for rent after termination only until the agreed termination date, subject to other accrued liabilities.",delhi,termination_eviction,above_3500,market_convention,Safe,synthetic_augmented,The clause avoids an automatic claim for unearned future rent while preserving accrued obligations.,above_3500,market_convention,False
DEL-TE-029,Tenant shall pay all remaining rent through the fixed term even if the landlord re-lets the property immediately.,delhi,termination_eviction,above_3500,market_convention,Caution,synthetic_augmented,The clause may create double-recovery concerns and should be evaluated against actual loss and mitigation.,above_3500,market_convention,False
DEL-TE-030,"The agreement ends automatically upon any complaint by a neighbor, without investigation.",delhi,termination_eviction,above_3500,general_law,High Risk,synthetic_augmented,Automatic termination based on an unverified complaint is arbitrary and lacks a fair breach process.,above_3500,general_law,False
DEL-TE-031,Eviction shall be carried out through the legally applicable forum and process rather than by changing locks.,delhi,termination_eviction,above_3500,general_law,Safe,synthetic_augmented,The clause expressly rejects self-help eviction and preserves lawful process.,above_3500,general_law,False
DEL-TE-032,"For rent of ₹3,500, eviction shall be assessed against the grounds and process applicable under Section 14 of the DRCA.",delhi,termination_eviction,le_3500,statutory,Safe,synthetic_augmented,The clause correctly directs analysis to the DRCA's statutory eviction framework for covered premises.,le_3500,statutory,False
DEL-TE-033,"For rent of ₹3,500, landlord may evict immediately for any disagreement about repairs.",delhi,termination_eviction,le_3500,statutory,High Risk,synthetic_augmented,A generic disagreement is not a substitute for the statutory grounds and process governing covered tenancies.,le_3500,statutory,False
DEL-TE-034,"For rent of ₹3,500, landlord may change the locks after a missed payment without approaching the Rent Controller.",delhi,termination_eviction,le_3500,statutory,High Risk,synthetic_augmented,The clause substitutes self-help for the statutory eviction process.,le_3500,statutory,False
DEL-TE-035,"For rent of ₹3,500, the tenant shall have no opportunity to contest an eviction claim.",delhi,termination_eviction,le_3500,statutory,High Risk,synthetic_augmented,Removing the tenant's ability to contest a statutory proceeding is inconsistent with due process.,le_3500,statutory,False
DEL-TE-036,"For rent of ₹3,500, arrears shall be documented and handled through the payment and eviction mechanisms applicable under the DRCA.",delhi,termination_eviction,le_3500,statutory,Safe,synthetic_augmented,The clause avoids inventing a private eviction shortcut and recognizes the statutory framework.,le_3500,statutory,False
DEL-TE-037,Landlord may take possession of the property immediately after sending a termination email.,delhi,termination_eviction,above_3500,general_law,High Risk,synthetic_augmented,A termination notice does not by itself justify forcible physical recovery of possession.,above_3500,general_law,False
DEL-TE-038,The tenant shall return keys on the agreed termination date and landlord shall acknowledge receipt in writing.,delhi,termination_eviction,above_3500,market_convention,Safe,synthetic_augmented,Documented handover reduces disputes about possession and termination.,above_3500,market_convention,False
DEL-TE-039,"If either party materially breaches the agreement, the non-breaching party may seek contractual remedies available under applicable law.",delhi,termination_eviction,above_3500,general_law,Safe,synthetic_augmented,The clause preserves lawful remedies without authorizing self-help.,above_3500,general_law,False
DEL-TE-040,Landlord may seize tenant property left behind without providing a collection or notice period.,delhi,termination_eviction,above_3500,general_law,High Risk,synthetic_augmented,Unregulated seizure of belongings creates significant legal and practical risk.,above_3500,general_law,False
DEL-TE-041,"Termination is effective only after outstanding possession, rent, and documented utility obligations are reconciled.",delhi,termination_eviction,above_3500,market_convention,Caution,synthetic_augmented,Linking legal termination to complete reconciliation may create disputes if one side delays settlement.,above_3500,market_convention,False
DEL-TE-042,A termination notice must identify the effective date and the contractual basis for termination.,delhi,termination_eviction,above_3500,market_convention,Safe,synthetic_augmented,Specific notice content improves certainty and reduces factual disputes.,above_3500,market_convention,False
DEL-TE-043,The landlord may terminate for repeated nuisance after two written warnings describing the conduct.,delhi,termination_eviction,above_3500,market_convention,Safe,synthetic_augmented,Objective warnings and a defined escalation process are more balanced than immediate termination.,above_3500,market_convention,False
DEL-TE-044,"The landlord may terminate whenever the tenant receives a police complaint, regardless of whether wrongdoing is established.",delhi,termination_eviction,above_3500,general_law,High Risk,synthetic_augmented,A mere complaint is not proof of breach and should not automatically trigger forfeiture of tenancy.,above_3500,general_law,False
DEL-TE-045,The tenant may terminate if the landlord repeatedly prevents access to essential services promised under the agreement.,delhi,termination_eviction,above_3500,general_law,Safe,synthetic_augmented,A defined tenant remedy for material landlord interference creates contractual balance.,above_3500,general_law,False
DEL-TE-046,"On expiry, the parties shall record the date of vacant possession, meter readings, key return, and outstanding amounts.",delhi,termination_eviction,above_3500,market_convention,Safe,synthetic_augmented,A documented exit record is useful for resolving deposit and possession disputes.,above_3500,market_convention,False
DEL-RP-001,Rent is payable by the fifth day of each calendar month by bank transfer to the account identified in the agreement.,delhi,rent_payment,above_3500,market_convention,Safe,synthetic_augmented,The due date and payment channel are specific and verifiable.,above_3500,market_convention,False
DEL-RP-002,Rent shall be paid in cash without a receipt unless the landlord chooses to issue one.,delhi,rent_payment,above_3500,general_law,Caution,synthetic_augmented,Lack of a mandatory receipt creates avoidable proof and accounting disputes.,above_3500,general_law,False
DEL-RP-003,Electronic payment acknowledgment shall serve as evidence of rent payment.,delhi,rent_payment,above_3500,market_convention,Safe,synthetic_augmented,Electronic records provide a reliable payment trail.,above_3500,market_convention,False
DEL-RP-004,Late rent shall attract a fixed late fee of ₹500 after a five-day grace period.,delhi,rent_payment,above_3500,market_convention,Safe,synthetic_augmented,"A disclosed, modest late fee with a grace period is clearer than an uncapped penalty.",above_3500,market_convention,False
DEL-RP-005,Late rent shall attract a penalty of 10% of monthly rent for every day of delay.,delhi,rent_payment,above_3500,general_law,High Risk,synthetic_augmented,A daily 10% penalty is disproportionate and can rapidly create an excessive liability.,above_3500,general_law,False
DEL-RP-006,Landlord may refuse to issue a rent receipt if payment is made after the due date.,delhi,rent_payment,above_3500,general_law,High Risk,synthetic_augmented,Payment records should not be withheld merely because payment was late.,above_3500,general_law,False
DEL-RP-007,"If the landlord refuses rent, the tenant shall preserve evidence of the tender and use any legally available deposit or dispute mechanism.",delhi,rent_payment,le_3500,statutory,Safe,synthetic_augmented,This reflects the DRCA's statutory mechanisms for rent tender and deposit without inventing a private remedy.,le_3500,statutory,False
DEL-RP-008,"For rent of ₹3,500, the tenant shall pay rent by the fifteenth day of the following month when no different contractual date applies.",delhi,rent_payment,le_3500,statutory,Safe,synthetic_augmented,This tracks the DRCA payment rule where no contractual payment time is specified.,le_3500,statutory,False
DEL-RP-009,"For rent of ₹3,500, landlord may declare eviction automatically one day after rent is late.",delhi,rent_payment,le_3500,statutory,High Risk,synthetic_augmented,Automatic eviction bypasses the statutory framework for arrears and eviction.,le_3500,statutory,False
DEL-RP-010,"For rent of ₹3,500, landlord shall provide a written receipt for rent received.",delhi,rent_payment,le_3500,statutory,Safe,synthetic_augmented,Receipt entitlement is expressly addressed by the DRCA.,le_3500,statutory,False
DEL-RP-011,"Tenant shall pay rent to a property manager, and payment to that manager shall be treated as payment to the landlord.",delhi,rent_payment,above_3500,market_convention,Safe,synthetic_augmented,The clause clarifies the authorized payment recipient and reduces payment disputes.,above_3500,market_convention,False
DEL-RP-012,Rent may be withheld whenever the tenant has a non-rent complaint against the landlord.,delhi,rent_payment,above_3500,general_law,Caution,synthetic_augmented,Unilateral rent withholding can create default disputes; separate remedies should be defined instead.,above_3500,general_law,False
DEL-RP-013,Rent shall be paid only after the landlord completes all requested repairs.,delhi,rent_payment,above_3500,general_law,Caution,synthetic_augmented,Making rent entirely contingent on repair completion can create a separate payment default dispute.,above_3500,general_law,False
DEL-RP-014,A failed bank transfer shall be treated as unpaid unless the tenant provides proof that the amount was successfully credited.,delhi,rent_payment,above_3500,market_convention,Safe,synthetic_augmented,The clause establishes a clear payment-verification rule.,above_3500,market_convention,False
DEL-RP-015,Landlord shall notify the tenant of a changed bank account at least seven days before the next due date.,delhi,rent_payment,above_3500,market_convention,Safe,synthetic_augmented,Advance notice reduces fraud and accidental non-payment risk.,above_3500,market_convention,False
DEL-RP-016,Tenant shall not be charged a convenience fee for paying rent by the agreed electronic method.,delhi,rent_payment,above_3500,market_convention,Safe,synthetic_augmented,The clause avoids an unexplained payment surcharge.,above_3500,market_convention,False
DEL-RP-017,Landlord may demand six months' rent in advance at any time during the tenancy without written agreement.,delhi,rent_payment,above_3500,market_convention,Caution,synthetic_augmented,A unilateral demand for a large advance changes the agreed payment structure and should be negotiated.,above_3500,market_convention,False
DEL-RP-018,"The parties shall distinguish rent, security deposit, utility reimbursement, and maintenance charges in every payment record.",delhi,rent_payment,above_3500,market_convention,Safe,synthetic_augmented,Separating payment categories improves accounting and dispute resolution.,above_3500,market_convention,False
DEL-RP-019,"A payment received shall first be applied to the oldest undisputed rent, then to agreed charges.",delhi,rent_payment,above_3500,market_convention,Safe,synthetic_augmented,A stated allocation order reduces disputes about how partial payments are credited.,above_3500,market_convention,False
DEL-RP-020,"Tenant shall provide post-dated cheques for the full lease term, with no alternative payment method.",delhi,rent_payment,above_3500,market_convention,Caution,synthetic_augmented,A rigid long-term cheque requirement can create practical and financial risk for the tenant.,above_3500,market_convention,False
DEL-RP-021,Landlord may encash all post-dated cheques immediately after any minor breach.,delhi,rent_payment,above_3500,general_law,High Risk,synthetic_augmented,Using future rent instruments as an automatic penalty for unrelated minor breaches is excessive.,above_3500,general_law,False
DEL-RP-022,Rent shall be considered paid when the transfer is initiated rather than when funds are credited.,delhi,rent_payment,above_3500,market_convention,Caution,synthetic_augmented,The rule can create ambiguity where a transfer fails or is delayed by the banking system.,above_3500,market_convention,False
DEL-RP-023,"If rent is disputed, the undisputed portion shall remain payable while the disputed amount is handled separately.",delhi,rent_payment,above_3500,general_law,Safe,synthetic_augmented,Separating undisputed rent from disputed amounts is a balanced contractual approach.,above_3500,general_law,False
DEL-RP-024,The landlord shall issue an annual statement summarizing rent received and outstanding amounts.,delhi,rent_payment,above_3500,market_convention,Safe,synthetic_augmented,Periodic statements improve recordkeeping and reduce later reconciliation disputes.,above_3500,market_convention,False
DEL-RP-025,"Rent shall be paid to the landlord's designated account, and any account change must be confirmed in writing.",delhi,rent_payment,above_3500,market_convention,Safe,synthetic_augmented,Written confirmation of payment-account changes reduces fraud and mistaken payments.,above_3500,market_convention,False
DEL-EN-001,"Landlord may enter the premises for inspection after giving at least 24 hours' written notice, except in emergencies.",delhi,landlord_entry_privacy,above_3500,market_convention,Safe,synthetic_augmented,Advance notice with an emergency exception balances inspection rights and tenant privacy.,above_3500,market_convention,False
DEL-EN-002,Landlord may enter the premises at any time without notice.,delhi,landlord_entry_privacy,above_3500,general_law,High Risk,synthetic_augmented,Unrestricted entry materially interferes with the tenant's peaceful possession and privacy.,above_3500,general_law,False
DEL-EN-003,Landlord may conduct one routine inspection every six months with reasonable prior notice.,delhi,landlord_entry_privacy,above_3500,market_convention,Safe,synthetic_augmented,Periodic inspections with notice are commercially reasonable.,above_3500,market_convention,False
DEL-EN-004,Landlord may bring prospective purchasers into the premises every day during the final month without coordinating with the tenant.,delhi,landlord_entry_privacy,above_3500,market_convention,Caution,synthetic_augmented,Frequent uncoordinated access can materially interfere with possession.,above_3500,market_convention,False
DEL-EN-005,Tenant must permit emergency access where delay could cause serious injury or property damage.,delhi,landlord_entry_privacy,above_3500,general_law,Safe,synthetic_augmented,An emergency-access exception is reasonable and narrowly defined.,above_3500,general_law,False
DEL-EN-006,Landlord may retain a duplicate key and use it whenever the tenant is away.,delhi,landlord_entry_privacy,above_3500,general_law,High Risk,synthetic_augmented,Unrestricted use of retained keys undermines tenant control over possession.,above_3500,general_law,False
DEL-EN-007,Inspection requests must identify the purpose and proposed time of entry.,delhi,landlord_entry_privacy,above_3500,market_convention,Safe,synthetic_augmented,Clear notice content improves predictability.,above_3500,market_convention,False
DEL-EN-008,Landlord may enter for photography without consent to advertise the property for sale.,delhi,landlord_entry_privacy,above_3500,market_convention,Caution,synthetic_augmented,Marketing access and photography can raise privacy concerns and should be coordinated.,above_3500,market_convention,False
DEL-EN-009,Tenant shall not unreasonably refuse access for necessary repairs after reasonable notice.,delhi,landlord_entry_privacy,above_3500,market_convention,Safe,synthetic_augmented,The clause balances tenant possession with legitimate repair access.,above_3500,market_convention,False
DEL-EN-010,Landlord may enter with police assistance whenever the tenant does not answer the door.,delhi,landlord_entry_privacy,above_3500,general_law,High Risk,synthetic_augmented,Non-response is not itself a lawful basis for coercive entry.,above_3500,general_law,False
DEL-EN-011,"For rent of ₹3,500, landlord entry shall remain subject to the tenant's possession rights and the applicable statutory framework.",delhi,landlord_entry_privacy,le_3500,statutory,Safe,synthetic_augmented,The clause avoids inventing a special DRCA entry rule while preserving the need for lawful access.,le_3500,statutory,False
DEL-EN-012,"For rent of ₹3,500, landlord may enter every morning without notice to check the property.",delhi,landlord_entry_privacy,le_3500,general_law,High Risk,synthetic_augmented,Routine unannounced entry materially interferes with possession and is not justified merely by the rent bracket.,le_3500,general_law,False
DEL-EN-013,"Landlord shall give reasonable notice before non-emergency access, with shorter notice only where urgent action is genuinely required.",delhi,landlord_entry_privacy,above_3500,market_convention,Safe,synthetic_augmented,The distinction between routine and urgent access is practical and balanced.,above_3500,market_convention,False
DEL-EN-014,Tenant may request that routine inspections occur during agreed daytime hours.,delhi,landlord_entry_privacy,above_3500,market_convention,Safe,synthetic_augmented,Scheduling inspections reduces disruption without eliminating landlord access.,above_3500,market_convention,False
DEL-EN-015,Landlord may install cameras inside the leased bedroom and living area for security monitoring.,delhi,landlord_entry_privacy,above_3500,general_law,High Risk,synthetic_augmented,Indoor surveillance of a tenant's private living space creates a severe privacy concern.,above_3500,general_law,False
DEL-EN-016,Landlord may inspect common areas without entering the tenant's private rooms.,delhi,landlord_entry_privacy,above_3500,market_convention,Safe,synthetic_augmented,The clause distinguishes legitimate property oversight from unnecessary intrusion.,above_3500,market_convention,False
DEL-EN-017,A repair contractor may enter only after the landlord or tenant has confirmed the appointment.,delhi,landlord_entry_privacy,above_3500,market_convention,Safe,synthetic_augmented,Confirmation improves security and accountability.,above_3500,market_convention,False
DEL-EN-018,"If an emergency requires entry while the tenant is absent, landlord shall document the reason and notify the tenant afterward.",delhi,landlord_entry_privacy,above_3500,market_convention,Safe,synthetic_augmented,Post-entry documentation creates accountability for emergency access.,above_3500,market_convention,False
DEL-EN-019,Landlord may use the tenant's keys to show the property to prospective tenants without notice.,delhi,landlord_entry_privacy,above_3500,market_convention,High Risk,synthetic_augmented,Unannounced showings interfere with possession and create a security concern.,above_3500,market_convention,False
DEL-EN-020,Tenant shall keep access pathways clear so that authorized maintenance can be performed.,delhi,landlord_entry_privacy,above_3500,market_convention,Safe,synthetic_augmented,The clause imposes a practical cooperation duty tied to legitimate maintenance.,above_3500,market_convention,False
DEL-EN-021,Landlord shall not enter solely to verify whether the tenant has guests unless there is a specific contractual or legal basis.,delhi,landlord_entry_privacy,above_3500,general_law,Safe,synthetic_augmented,The clause limits intrusive monitoring and protects ordinary residential use.,above_3500,general_law,False
DEL-EN-022,The parties shall maintain a written record of repeated access disputes before escalating the matter.,delhi,landlord_entry_privacy,above_3500,market_convention,Safe,synthetic_augmented,Documentation helps resolve recurring access disagreements.,above_3500,market_convention,False
DEL-EN-023,Landlord may inspect utility meters after giving reasonable notice.,delhi,landlord_entry_privacy,above_3500,market_convention,Safe,synthetic_augmented,Meter inspection is a legitimate purpose when conducted with reasonable notice.,above_3500,market_convention,False
DEL-EN-024,Tenant shall provide access for mandatory building or safety inspections when legally required.,delhi,landlord_entry_privacy,above_3500,general_law,Safe,synthetic_augmented,The clause recognizes legitimate third-party or statutory inspection requirements.,above_3500,general_law,False
DEL-EN-025,"Landlord may enter whenever a rent payment is late, even if no inspection or repair is required.",delhi,landlord_entry_privacy,above_3500,general_law,High Risk,synthetic_augmented,Payment default does not justify unrestricted physical access to the premises.,above_3500,general_law,False
DEL-UT-001,Tenant shall pay electricity charges based on the actual meter reading shown on the utility bill.,delhi,utilities_outgoings,above_3500,market_convention,Safe,synthetic_augmented,Charging actual metered consumption is transparent.,above_3500,market_convention,False
DEL-UT-002,Tenant shall pay a fixed electricity surcharge regardless of actual consumption.,delhi,utilities_outgoings,above_3500,market_convention,Caution,synthetic_augmented,A fixed surcharge can overcharge the tenant unless the calculation and purpose are clear.,above_3500,market_convention,False
DEL-UT-003,Landlord shall not disconnect essential utilities as a means of enforcing rent payment.,delhi,utilities_outgoings,above_3500,general_law,Safe,synthetic_augmented,The clause expressly prevents coercive self-help.,above_3500,general_law,False
DEL-UT-004,Tenant shall pay society maintenance charges directly to the society where the society permits direct payment.,delhi,utilities_outgoings,above_3500,market_convention,Safe,synthetic_augmented,Direct payment can improve transparency when the society permits it.,above_3500,market_convention,False
DEL-UT-005,Landlord may add any utility charge at any time without providing the underlying bill.,delhi,utilities_outgoings,above_3500,general_law,High Risk,synthetic_augmented,Unverified pass-through charges create an opaque payment obligation.,above_3500,general_law,False
DEL-UT-006,Water charges shall be allocated according to the society's documented billing method.,delhi,utilities_outgoings,above_3500,market_convention,Safe,synthetic_augmented,A documented allocation method reduces arbitrary charging.,above_3500,market_convention,False
DEL-UT-007,Property tax shall be treated as a landlord-side ownership expense unless the parties expressly allocate it otherwise in writing.,delhi,utilities_outgoings,above_3500,market_convention,Safe,synthetic_augmented,The clause clearly separates ownership costs from tenant consumption.,above_3500,market_convention,False
DEL-UT-008,Tenant shall reimburse property tax without any cap or supporting statement.,delhi,utilities_outgoings,above_3500,market_convention,Caution,synthetic_augmented,Unbounded reimbursement creates uncertainty and may shift substantial ownership costs.,above_3500,market_convention,False
DEL-UT-009,"If a utility bill covers periods before and after handover, the parties shall prorate the amount by the relevant occupancy dates.",delhi,utilities_outgoings,above_3500,market_convention,Safe,synthetic_augmented,Proration is a fair method for mixed-period bills.,above_3500,market_convention,False
DEL-UT-010,"Landlord may retain the entire security deposit for any unpaid utility bill, regardless of the amount owed.",delhi,utilities_outgoings,above_3500,general_law,High Risk,synthetic_augmented,The remedy is disproportionate to the stated liability.,above_3500,general_law,False
DEL-UT-011,Tenant shall not be charged for utility arrears attributable to periods before possession.,delhi,utilities_outgoings,above_3500,market_convention,Safe,synthetic_augmented,The clause correctly allocates charges by occupancy period.,above_3500,market_convention,False
DEL-UT-012,Tenant shall provide meter readings at move-in and move-out and retain photographs where practical.,delhi,utilities_outgoings,above_3500,market_convention,Safe,synthetic_augmented,Evidence at handover reduces later billing disputes.,above_3500,market_convention,False
DEL-UT-013,"Landlord may charge a utility administration fee of ₹1,500 per month without disclosing the underlying cost.",delhi,utilities_outgoings,above_3500,market_convention,Caution,synthetic_augmented,An unexplained recurring administration fee may conceal additional rent or markup.,above_3500,market_convention,False
DEL-UT-014,Electricity shall be billed at the utility provider's applicable tariff without additional markup.,delhi,utilities_outgoings,above_3500,market_convention,Safe,synthetic_augmented,Passing through the actual tariff is transparent.,above_3500,market_convention,False
DEL-UT-015,Landlord may disconnect water for a payment dispute without first obtaining lawful authority.,delhi,utilities_outgoings,above_3500,general_law,High Risk,synthetic_augmented,Essential-service disconnection as leverage is an abusive enforcement mechanism.,above_3500,general_law,False
DEL-UT-016,Tenant shall pay internet and optional services only when separately subscribed to by the tenant.,delhi,utilities_outgoings,above_3500,market_convention,Safe,synthetic_augmented,The clause prevents automatic charging for optional services.,above_3500,market_convention,False
DEL-UT-017,Common-area electricity charges shall be allocated according to the society's published billing statement.,delhi,utilities_outgoings,above_3500,market_convention,Safe,synthetic_augmented,Using the society's documented statement creates an objective basis.,above_3500,market_convention,False
DEL-UT-018,Tenant shall bear all municipal penalties relating to the property even if caused by the owner's prior non-compliance.,delhi,utilities_outgoings,above_3500,general_law,High Risk,synthetic_augmented,The clause transfers owner-caused historical liabilities to the tenant.,above_3500,general_law,False
DEL-UT-019,Tenant shall pay charges arising from the tenant's own excessive or negligent utility use.,delhi,utilities_outgoings,above_3500,market_convention,Safe,synthetic_augmented,The liability is tied to tenant-caused consumption rather than general ownership costs.,above_3500,market_convention,False
DEL-UT-020,Any disputed utility charge shall be supported by the underlying bill before deduction from the deposit.,delhi,utilities_outgoings,above_3500,market_convention,Safe,synthetic_augmented,Document support improves the legitimacy of deductions.,above_3500,market_convention,False
DEL-UT-021,"For rent of ₹3,500, rent-control applicability does not by itself determine how privately contracted utility charges are allocated.",delhi,utilities_outgoings,le_3500,general_law,Safe,synthetic_augmented,The clause prevents the model from treating every utility allocation issue as a DRCA rule.,le_3500,general_law,False
DEL-UT-022,"For rent of ₹3,500, landlord may disconnect electricity immediately if rent is late.",delhi,utilities_outgoings,le_3500,general_law,High Risk,synthetic_augmented,The rent bracket does not justify self-help utility disconnection.,le_3500,general_law,False
DEL-UT-023,Tenant shall pay gas charges directly to the provider where an individual connection exists.,delhi,utilities_outgoings,above_3500,market_convention,Safe,synthetic_augmented,Direct provider payment creates a clear audit trail.,above_3500,market_convention,False
DEL-UT-024,Landlord shall provide copies of recurring utility bills on reasonable request.,delhi,utilities_outgoings,above_3500,market_convention,Safe,synthetic_augmented,Bill access supports transparent pass-through charging.,above_3500,market_convention,False
DEL-UT-025,No utility reimbursement shall be charged twice under both a fixed monthly fee and a separate meter calculation.,delhi,utilities_outgoings,above_3500,market_convention,Safe,synthetic_augmented,The clause prevents double recovery for the same consumption.,above_3500,market_convention,False
DEL-SU-001,Tenant shall use the premises solely for residential purposes and shall not conduct a commercial activity without written consent.,delhi,subletting,above_3500,market_convention,Safe,synthetic_augmented,The permitted-use boundary is clear.,above_3500,market_convention,False
DEL-SU-002,Tenant may sublet the premises to any third party without informing the landlord.,delhi,subletting,above_3500,market_convention,Caution,synthetic_augmented,Unrestricted subletting changes possession and counterparty risk.,above_3500,market_convention,False
DEL-SU-003,Tenant shall not assign the agreement without the landlord's prior written consent.,delhi,subletting,above_3500,market_convention,Safe,synthetic_augmented,A consent requirement is common and clearly stated.,above_3500,market_convention,False
DEL-SU-004,Tenant may host ordinary guests without treating them as sub-tenants.,delhi,subletting,above_3500,market_convention,Safe,synthetic_augmented,The clause distinguishes normal guest use from a transfer of possession.,above_3500,market_convention,False
DEL-SU-005,Any guest staying more than seven days automatically becomes a prohibited sub-tenant.,delhi,subletting,above_3500,market_convention,Caution,synthetic_augmented,A rigid duration test can misclassify ordinary family or guest arrangements.,above_3500,market_convention,False
DEL-SU-006,Tenant shall not use the premises for an unlawful purpose.,delhi,subletting,above_3500,general_law,Safe,synthetic_augmented,The clause reinforces a basic lawful-use requirement.,above_3500,general_law,False
DEL-SU-007,"Tenant may operate a home office that does not create customer traffic, nuisance, or material property impact.",delhi,subletting,above_3500,market_convention,Safe,synthetic_augmented,A narrowly defined home-office allowance accommodates ordinary modern use.,above_3500,market_convention,False
DEL-SU-008,"Tenant shall not keep pets under any circumstances, including medically necessary assistance animals.",delhi,subletting,above_3500,market_convention,Caution,synthetic_augmented,A blanket prohibition can create fairness and accommodation concerns and should be drafted carefully.,above_3500,market_convention,False
DEL-SU-009,Tenant may not change the internal layout or make structural alterations without written approval.,delhi,subletting,above_3500,market_convention,Safe,synthetic_augmented,Structural changes warrant owner approval.,above_3500,market_convention,False
DEL-SU-010,Tenant may paint interior walls only with prior written consent.,delhi,subletting,above_3500,market_convention,Safe,synthetic_augmented,The clause protects the property's condition while allowing negotiated changes.,above_3500,market_convention,False
DEL-SU-011,"For rent of ₹3,500, subletting restrictions shall be read consistently with the statutory framework applicable to covered premises.",delhi,subletting,le_3500,statutory,Safe,synthetic_augmented,The clause directs analysis to the DRCA rather than treating a private prohibition as the entire legal answer.,le_3500,statutory,False
DEL-SU-012,"For rent of ₹3,500, tenant may be evicted immediately merely because a family member moves into the premises.",delhi,subletting,le_3500,statutory,High Risk,synthetic_augmented,Family occupancy alone should not be treated as an automatic private eviction trigger without considering the applicable legal framework.,le_3500,statutory,False
DEL-SU-013,Tenant shall not transfer possession to another person without written consent and documentation of the new occupant.,delhi,subletting,above_3500,market_convention,Safe,synthetic_augmented,The clause provides a transparent process for changes in occupancy.,above_3500,market_convention,False
DEL-SU-014,Tenant shall notify landlord of any adult occupant who will reside at the premises for more than 30 days.,delhi,subletting,above_3500,market_convention,Safe,synthetic_augmented,A long-term occupancy notification rule is clearer than treating every guest as a sub-tenant.,above_3500,market_convention,False
DEL-SU-015,Landlord may enter and inspect whenever the tenant has guests.,delhi,subletting,above_3500,general_law,High Risk,synthetic_augmented,Guest presence does not justify unrestricted entry.,above_3500,general_law,False
DEL-SU-016,Tenant may not use the premises for short-term accommodation or paid lodging without written consent.,delhi,subletting,above_3500,market_convention,Safe,synthetic_augmented,The clause addresses a specific commercial-use risk without banning ordinary guests.,above_3500,market_convention,False
DEL-SU-017,"Tenant shall comply with applicable society rules communicated in writing, provided they do not contradict the agreement or law.",delhi,subletting,above_3500,market_convention,Safe,synthetic_augmented,The qualification prevents hidden or conflicting rules from automatically overriding the agreement.,above_3500,market_convention,False
DEL-SU-018,Landlord may terminate immediately if the tenant has a guest who stays overnight.,delhi,subletting,above_3500,market_convention,High Risk,synthetic_augmented,Automatic termination for an ordinary overnight guest is disproportionate.,above_3500,market_convention,False
DEL-SU-019,Tenant shall not store hazardous materials prohibited by law or building rules.,delhi,subletting,above_3500,general_law,Safe,synthetic_augmented,The restriction is tied to objective safety and legal requirements.,above_3500,general_law,False
DEL-SU-020,Tenant may keep bicycles and ordinary personal belongings in designated common areas subject to society rules.,delhi,subletting,above_3500,market_convention,Safe,synthetic_augmented,The clause creates a defined use right subject to objective building rules.,above_3500,market_convention,False
DEL-SU-021,Assignment consent shall not be unreasonably withheld where the proposed replacement tenant satisfies agreed eligibility criteria.,delhi,subletting,above_3500,market_convention,Safe,synthetic_augmented,The clause limits arbitrary refusal while preserving landlord screening.,above_3500,market_convention,False
DEL-SU-022,Tenant shall not transfer possession through an informal roommate arrangement without updating the agreement.,delhi,subletting,above_3500,market_convention,Caution,synthetic_augmented,The requirement is reasonable but should distinguish ordinary co-occupancy from a transfer of possession.,above_3500,market_convention,False
DEL-SU-023,Commercial activity causing customer footfall or material nuisance requires prior written consent.,delhi,subletting,above_3500,market_convention,Safe,synthetic_augmented,The clause focuses on measurable property impact rather than banning all home work.,above_3500,market_convention,False
DEL-SU-024,Tenant shall not remove landlord-owned fixtures or appliances from the premises.,delhi,subletting,above_3500,market_convention,Safe,synthetic_augmented,The clause protects owner property.,above_3500,market_convention,False
DEL-SU-025,"The permitted occupants shall be listed in an annexure, with reasonable updates allowed for family changes.",delhi,subletting,above_3500,market_convention,Safe,synthetic_augmented,A documented occupant list can improve clarity while allowing normal life changes.,above_3500,market_convention,False
DEL-DR-001,The parties shall sign the tenancy agreement in writing and each retain a signed copy.,delhi,documentation,above_3500,market_convention,Safe,synthetic_augmented,A written signed agreement provides strong evidence of the agreed terms.,above_3500,market_convention,False
